TESTNUMBER	WO	TESTSN	OPERATION	PN	EQUPMENT	FIXTUREID	TESTRESULT	TESTOP	TESTDATE	TESTREASON	TEST_STATUS	CHNumber	CH_Pass_Fail	FailureCodeID	Power(dBm)	Bias_Setpoint	Tops_Setpoint	RxP1	DD_RxP1	dRxP1	Rxp_Offset	Rxp_Slope	DDMI_TxP	dTxP	Txp_Offset	Txp_Slope	Tops_off	I2C_Vcc	DDMI_Vcc	dVcc(%)	Vcc_Offset	Vcc_Slope	DDMI_Temp	Tx_Disable(dBm)	Tops_Mid	TXP_MPDOut_4.5dB	TXP_MPDOut_3.5dB	TXP_MPDOut_3dB	TXP_MPDOut_2.5dB	Outer_OMA(dB)	Outer_ER(dB)	TDECQ(dB)	OMA_TDECQ(dB)	RLM	Ceq(dB)	TDECQ_Ceq(dB)	Rise_Time(ps)	Fall_Time(ps)	DDMI_Bias(mA)	WL(nm)	error_WL(nm)	ndB_Width(nm)	SMSR(dB)	LOS_A	LOS_D	LOS_Hys	Tops_room	Case_Temp	dTemp	Tempoffset	ICC(mA)	HP_CP(W)	Location	Port_SN	AOIBert_SN	Overshoot	Undershoot	TDECQ_4.8E-6	Vbias	Tap2	Tap3	Low_Eye	Sen_MSB	OMA_Sen_MSB	Sen_LSB	OMA_Sen_LSB	LD_Temp	Mode_hopping2	DSP_VCC2.6	DSP_VCC1.8	DSP_VCC0.9	DSP_VCC0.7	LD_Temp_Cal	DSP_Temp	DSP_Temp_Cal	NTC_Temp	Up_Eye	MSB_BER	LSB_BER	Level0	Level1	Level2	Level3	Mode_hopping	Sen	OMA_Sen	RSSI
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	1_HT	Pass	0	1.85	336	869	-6	-5.72	-0.28	-77.3	15.39	1.39	0.46	817.23	53.33	1.74	3.29	3.26	0.03	942.81	23.69	71.03	-28.15						1.91	4.85	1.46	0.45	0.964	0.72	0.74	8.97	9.71	244	1313.86	2.86	0.16	44.11	-13.5	-11.7	1.8	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.69	8.71	2.81	5	-95	780	1060	-8.86	-8.91	-8.75	-8.81	70.19	-0.26	2.3993	1.735	0.9292	0.6325	72.2	89	80	69.34	2000	2.00E-06	2.00E-06	733.56	1263.23	1803.1	2346.7	-0.1			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	2_HT	Pass	0	1.2	336	801	-6	-6.56	0.56	-77.69	13.14	1.23	-0.03	290.78	55.45	1.56	3.29	3.26	0.03	942.81	23.69	71.03	-30						1.41	5.07	1.33	0.08	0.991	0.62	0.71	9.12	9.41	244	1313.88	2.88	0.17	43.92	-12.7	-10.9	1.8	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	10.16	8.79	2.62	5	-95	780	1075	-9	-9.06	-8.66	-8.72	70.19	-0.24	2.3993	1.735	0.9292	0.6325	72.2	89	80	69.34	2015	2.00E-06	2.00E-06	599.47	1058.89	1532.61	2011.21	-0.07			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	3_HT	Pass	0	1.94	336	841	-6	-5.85	-0.15	-70.97	15.08	1.86	0.08	-172.58	64.17	2.53	3.29	3.26	0.03	942.81	23.69	71.03	-34.29						2.04	4.91	1.43	0.61	0.98	0.7	0.73	9.12	8.97	244	1313.91	2.91	0.17	43.96	-13.5	-11.5	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.16	8.04	2.85	5	-95	780	1060	-8.91	-8.96	-8.6	-8.65	70.19	-0.21	2.3993	1.735	0.9292	0.6325	72.2	89	80	69.34	2000	2.00E-06	2.00E-06	706.53	1220.76	1747.09	2280.42	-0.04			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	4_HT	Pass	0	1.26	336	901	-6	-6.27	0.27	-47.76	14.16	1.84	-0.58	28.59	59.14	1.81	3.29	3.26	0.03	942.81	23.69	71.03	-28.38						1.3	4.82	1.54	-0.24	0.963	0.54	1	8.38	8.97	244	1313.93	2.93	0.17	43.62	-13.3	-11.3	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.54	8.52	2.76	5	-95	780	1055	-8.87	-8.92	-8.7	-8.75	70.19	-0.18	2.3993	1.735	0.9292	0.6325	72.2	89	80	69.34	1995	2.00E-06	2.00E-06	666.83	1142.62	1630.27	2118.67	-0.01			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	5_HT	Pass	0	0.83	350	799	-6	-6.38	0.38	-58.85	15.35	2.03	-1.2	440.09	66.08	1.97	3.29	3.26	0.03	942.81	23.69	71.03	-33.05						1	5	1.44	-0.44	0.981	0.76	0.68	8.82	9.26	280	1314.03	3.03	0.17	55.64	-13.1	-11.1	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.72	8.35	2.78	5	-95	780	1060	-8.42	-8.48	-8.24	-8.29	70.6	0.2	2.3993	1.735	0.9292	0.6325	72.65	89	80	69.34	2000	2.00E-06	2.00E-06	542.32	941.64	1362.93	1791.15	0.37			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	6_HT	Pass	0	0.72	350	752	-6	-6.22	0.22	-47.76	14.16	2.11	-1.39	-264.62	69.64	1.86	3.29	3.26	0.03	942.81	23.69	71.03	-26.62						1.02	5.2	1.38	-0.36	0.981	0.57	0.81	9.56	9.56	280	1314.04	3.04	0.17	55.69	-13.3	-11.3	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.76	8.93	2.95	5	-95	780	1075	-8.74	-8.79	-8.54	-8.59	70.6	0.2	2.3993	1.735	0.9292	0.6325	72.65	89	80	69.34	2015	2.00E-06	2.00E-06	511.34	925.92	1353.04	1782.94	0.37			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	7_HT	Pass	0	1.13	350	803	-6	-5.36	-0.64	-58.71	16.04	1.98	-0.85	-344.17	68.95	1.53	3.29	3.26	0.03	942.81	23.69	71.03	-31.77						1.37	5.11	1.57	-0.2	0.972	0.82	0.75	8.82	10	280	1314.05	3.05	0.17	55.51	-14.1	-12.1	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.8	8.64	2.48	5	-95	780	1070	-8.57	-8.62	-8.66	-8.71	70.6	0.22	2.3993	1.735	0.9292	0.6325	72.65	89	80	69.34	2010	2.00E-06	2.00E-06	571.28	1019.64	1480.88	1941.21	0.39			
A2026022314425304277	240016222	P174253300741	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 14:42	0	0	8_HT	Pass	0	1.33	350	751	-6	-5.52	-0.48	-74.37	15.57	1.66	-0.33	-286.06	66.94	1.77	3.29	3.26	0.03	942.81	23.69	71.03	-31.89						1.59	5.14	1.28	0.31	0.989	0.63	0.65	9.41	9.26	280	1314.05	3.05	0.17	55.52	-13.9	-11.9	2	0	70.32	-0.71	0.11	3771.25	12.41	A Slot4 Port1	A2025061104	03A	9.64	9.12	2.18	5	-95	780	1075	-9.09	-9.15	-9.13	-9.18	70.6	0.21	2.3993	1.735	0.9292	0.6325	72.65	89	80	69.34	2015	2.00E-06	2.00E-06	600.41	1083.48	1569.11	2066.02	0.38			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	1_HT	Pass	0	2.36	350	909	-6	-5.98	-0.02	-44.97	14.12	1.26	1.1	533.79	25.33	0.63	3.28	3.28	0	247.22	24.4	73.59	-28.2						2.6	5.1	1.51	1.09	0.967	0.75	0.76	9.56	9.56	340	1314.28	3.28	0.17	56.11	-13.5	-11.5	2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	10.51	9.18	2.38	5	-95	780	1060	-8.79	-8.85	-8.69	-8.74	72.95	0.25	2.3932	1.7448	0.9389	0.641	74.98	90	80.9	71.25	2000	2.00E-06	2.00E-06	801.51	1432.24	2081.07	2725.49	0.43			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	2_HT	Pass	0	1.95	350	898	-6	-6.35	0.35	-67.46	13.86	1.55	0.4	433.55	27.55	1.86	3.28	3.28	0	247.22	24.4	73.59	-24.67						2.09	4.97	1.45	0.64	0.967	0.59	0.86	9.12	9.85	340	1314.3	3.3	0.17	56.1	-12.9	-11.1	1.8	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	10.52	9.13	2.2	5	-95	780	1060	-8.71	-8.77	-8.41	-8.46	72.95	0.27	2.3932	1.7448	0.9389	0.641	74.98	90	80.9	71.25	2000	2.00E-06	2.00E-06	708.3	1238.15	1780.37	2324.55	0.45			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	3_HT	Pass	0	2.24	350	918	-6	-6.3	0.3	-70.15	13.72	1.72	0.52	210.67	27.96	2.54	3.28	3.28	0	247.22	24.4	73.59	-25.85						2.35	4.92	1.57	0.78	0.988	0.71	0.86	9.71	9.85	340	1314.33	3.33	0.17	56.15	-13.1	-11.1	2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	8.87	7.83	2.39	5	-95	780	1065	-8.78	-8.83	-8.46	-8.51	72.95	0.28	2.3932	1.7448	0.9389	0.641	74.98	90	80.9	71.25	2005	2.00E-06	2.00E-06	767.02	1328.09	1897.31	2460.52	0.47			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	4_HT	Pass	0	1.44	350	860	-6	-5.88	-0.12	-61.91	14.55	1.53	-0.09	226.98	29	0.89	3.28	3.28	0	247.22	24.4	73.59	-29.27						1.58	4.97	1.42	0.16	0.993	0.52	0.9	9.41	9.26	340	1314.35	3.35	0.17	56.07	-13.5	-11.7	1.8	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	9.78	8.33	2.28	5	-95	780	1070	-8.97	-9.03	-8.81	-8.86	72.95	0.29	2.3932	1.7448	0.9389	0.641	74.98	90	80.9	71.25	2010	2.00E-06	2.00E-06	676.36	1185.08	1696.86	2208.13	0.48			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	5_HT	Pass	0	0.81	486	792	-6	-6.29	0.29	-36.01	14.39	2.08	-1.27	-16.26	35.11	1.95	3.28	3.28	0	247.22	24.4	73.59	-24.78						1.16	5.27	1.49	-0.33	0.952	0.7	0.79	8.68	8.97	354	1314.27	3.27	0.17	55.72	-13.3	-11.3	2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	9.2	7.72	2.8	5	-95	780	1075	-8.73	-8.78	-8.46	-8.51	73.51	0.29	2.3932	1.7448	0.9389	0.641	75.6	90	80.9	71.25	2015	2.00E-06	2.00E-06	527.18	950.94	1390.91	1829.43	0.51			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	6_HT	Pass	0	0.93	486	723	-6	-6.19	0.19	-56.13	14.47	1.82	-0.89	-137.43	35.03	1.36	3.28	3.28	0	247.22	24.4	73.59	-25.23						1.23	5.2	1.31	-0.08	0.959	0.49	0.82	8.97	9.26	354	1314.28	3.28	0.18	55.76	-13.3	-11.3	2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	10.16	8.62	2.96	5	-95	780	1080	-8.73	-8.79	-8.45	-8.51	73.51	0.3	2.3932	1.7448	0.9389	0.641	75.6	90	80.9	71.25	2020	2.00E-06	2.00E-06	544.86	983.78	1436.4	1889.21	0.52			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	7_HT	Pass	0	2.26	486	848	-6	-6.66	0.66	-44.97	14.12	2.94	-0.68	77.79	33.24	0.87	3.28	3.28	0	247.22	24.4	73.59	-26.37						2.4	4.97	1.52	0.88	0.972	0.84	0.68	10	10.29	354	1314.3	3.3	0.17	55.68	-12.9	-10.7	2.2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	9.51	8.25	2.94	5	-95	780	1060	-7.93	-7.98	-7.87	-7.92	73.51	0.31	2.3932	1.7448	0.9389	0.641	75.6	90	80.9	71.25	2000	2.00E-06	2.00E-06	759.71	1318.74	1890.9	2460.61	0.53			
A2026022401275812602	240016222	P174253301181	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83871	2026/2/24 01:27	0	0	8_HT	Pass	0	1.52	486	865	-6	-6.57	0.57	-46.41	12.92	2.71	-1.19	-169.83	36.25	2.26	3.28	3.28	0	247.22	24.4	73.59	-27.71						1.65	4.95	1.19	0.46	0.985	0.65	0.54	9.26	9.41	354	1314.33	3.33	0.17	55.76	-12.9	-10.9	2	0	72.23	-1.36	0.63	3885	12.73	B Slot6 Port1	B2025061906	03B	10.08	9.23	2.41	5	-95	780	1070	-8.78	-8.83	-8.69	-8.75	73.51	0.34	2.3932	1.7448	0.9389	0.641	75.6	90	80.9	71.25	2010	2.00E-06	2.00E-06	631.85	1119.63	1614.18	2106.34	0.56			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	1_HT	Pass	0	1.33	335	697	-6	-5.35	-0.65	-16.73	16.14	0.96	0.37	-625.14	64.81	1.81	3.26	3.24	0.02	1269.5	23.56	73.54	-21.41						1.69	5.29	1.58	0.11	0.956	0.76	0.82	10.15	10	243	1314.18	3.18	0.18	53.82	-14.1	-12.3	1.8	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	10.19	9.11	2.47	5	-95	780	1075	-9.14	-9.19	-9.04	-9.1	72.39	0.16	2.4139	1.7509	0.9365	0.6361	74.42	90	80.9	71.13	2015	2.00E-06	2.00E-06	608.28	1117.88	1638.5	2170.92	0.26			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	2_HT	Pass	0	1.25	335	782	-6	-5.79	-0.21	-31.65	13.76	1.89	-0.64	-55.93	67.95	0.93	3.26	3.24	0.02	1269.5	23.56	73.54	-21.5						1.46	5.06	1.12	0.34	0.936	0.52	0.6	9.71	8.97	243	1314.19	3.19	0.17	53.84	-13.7	-11.7	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	10.51	9.02	1.98	5	-95	780	1070	-9.46	-9.51	-9.09	-9.14	72.39	0.15	2.4139	1.7509	0.9365	0.6361	74.42	90	80.9	71.13	2010	2.00E-06	2.00E-06	613.54	1087.1	1581.7	2081.25	0.25			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	3_HT	Pass	0	0.97	335	684	-6	-5.62	-0.38	-37.85	15.04	1.67	-0.7	394.79	66.74	0.64	3.26	3.24	0.02	1269.5	23.56	73.54	-20.4						1.46	5.5	1.39	0.07	0.939	0.69	0.7	8.53	8.97	243	1314.2	3.2	0.17	53.85	-13.9	-11.9	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	9.24	8.06	2.47	5	-95	780	1085	-9.15	-9.21	-8.83	-8.88	72.39	0.14	2.4139	1.7509	0.9365	0.6361	74.42	90	80.9	71.13	2025	2.00E-06	2.00E-06	522.8	978.07	1453.54	1931.87	0.24			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	4_HT	Pass	0	1.1	335	788	-6	-5.67	-0.33	-38.51	14.63	1.74	-0.64	-659.36	69.57	2.57	3.26	3.24	0.02	1269.5	23.56	73.54	-22.01						1.36	5.14	1.2	0.16	0.943	0.47	0.73	8.82	9.71	243	1314.21	3.21	0.16	53.79	-13.7	-11.7	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	10.26	8.93	2.38	5	-95	780	1060	-9.34	-9.39	-9.15	-9.2	72.39	0.13	2.4139	1.7509	0.9365	0.6361	74.42	90	80.9	71.13	2000	2.00E-06	2.00E-06	604.6	1085.29	1580.24	2088.91	0.23			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	5_HT	Pass	0	0.31	400	703	-6	-6.06	0.06	-37.5	15.26	1.36	-1.05	-911.15	62.13	1.75	3.26	3.24	0.02	1269.5	23.56	73.54	-27.77						0.72	5.36	1.45	-0.73	0.923	0.76	0.69	9.41	9.71	311	1314.31	3.31	0.17	54.98	-13.5	-11.5	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	9.88	8.08	2.99	5	-95	780	1075	-8.83	-8.88	-8.58	-8.63	72.39	0.58	2.4139	1.7509	0.9365	0.6361	74.46	90	80.9	71.13	2015	2.00E-06	2.00E-06	452.77	829.47	1225.71	1628.13	0.68			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	6_HT	Pass	0	1	400	753	-6	-5.78	-0.22	-76.46	14.55	2.3	-1.3	-238.37	67.26	1.25	3.26	3.24	0.02	1269.5	23.56	73.54	-24.3						1.34	5.26	1.32	0.02	0.934	0.52	0.8	9.56	8.82	311	1314.32	3.32	0.17	54.94	-13.5	-11.5	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	9.8	8.53	2.49	5	-95	780	1060	-9.25	-9.31	-9	-9.06	72.39	0.56	2.4139	1.7509	0.9365	0.6361	74.46	90	80.9	71.13	2000	2.00E-06	2.00E-06	551.56	999.42	1465.78	1941.02	0.66			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	7_HT	Pass	0	1.03	400	734	-6	-5.61	-0.39	-44.97	14.12	1.79	-0.76	-255.73	61.14	1.22	3.26	3.24	0.02	1269.5	23.56	73.54	-21.3						1.42	5.34	1.45	-0.03	0.925	0.76	0.69	9.56	10	311	1314.33	3.33	0.17	54.93	-13.9	-11.9	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	9.52	8.07	2.76	5	-95	780	1070	-9.01	-9.07	-9.02	-9.07	72.39	0.54	2.4139	1.7509	0.9365	0.6361	74.46	90	80.9	71.13	2010	2.00E-06	2.00E-06	542.56	984.28	1448.83	1919.34	0.64			
A2026022319251770945	240016222	P174253301412	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:25	0	0	8_HT	Pass	0	1.74	400	803	-6	-5.76	-0.24	-44.97	14.12	1.98	-0.24	-416.48	63.57	1.3	3.26	3.24	0.02	1269.5	23.56	73.54	-21.11						1.95	5.06	1.2	0.75	0.947	0.5	0.7	8.82	10.44	311	1314.34	3.34	0.17	55.01	-13.7	-11.7	2	0	73.83	0.29	-0.52	3815	12.44	A Slot5 Port1	A2025061105	03A	10.65	8.61	2.1	5	-95	780	1060	-9.2	-9.25	-9.2	-9.25	72.39	0.52	2.4139	1.7509	0.9365	0.6361	74.46	90	80.9	71.13	2000	2.00E-06	2.00E-06	657.05	1159.86	1676.19	2206.45	0.62			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	1_HT	Pass	0	2.67	225	869	-6	-6.01	0.01	-50.08	14.79	2.15	0.52	-346.2	105.98	1.79	3.26	3.25	0.01	614.86	24.04	73.82	-21.1						2.72	4.84	1.45	1.27	0.977	0.76	0.69	10	10.29	289	1313.72	2.72	0.17	55.78	-13.5	-11.5	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.23	8.76	3.07	5	-95	780	1050	-8.89	-8.94	-8.91	-8.97	72.33	-0.13	2.4005	1.7375	0.9402	0.6398	74.36	90	80.9	71.19	1990	2.00E-06	2.00E-06	919.15	1582.2	2256.02	2931.75	0.07			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	2_HT	Pass	0	1.88	225	969	-6	-6.55	0.55	-41.93	14.27	1.81	0.07	63.11	91.66	1.15	3.26	3.25	0.01	614.86	24.04	73.82	-21.81						1.88	4.77	1.22	0.66	0.968	0.57	0.65	9.26	8.82	289	1313.72	2.72	0.17	55.66	-12.9	-10.9	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	10.09	8.46	2.57	5	-95	780	1060	-8.26	-8.32	-8.06	-8.11	72.33	-0.13	2.4005	1.7375	0.9402	0.6398	74.36	90	80.9	71.19	2000	2.00E-06	2.00E-06	749.42	1269.66	1802.14	2335.35	0.07			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	3_HT	Pass	0	1.8	225	922	-6	-6.25	0.25	-44.02	14.91	2.1	-0.3	674.15	95.39	1.49	3.26	3.25	0.01	614.86	24.04	73.82	-21.65						1.86	4.85	1.35	0.51	0.969	0.75	0.6	8.68	9.56	289	1313.72	2.72	0.17	55.67	-13.3	-11.3	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.28	8.26	2.73	5	-95	780	1055	-8.26	-8.31	-8.04	-8.09	72.33	-0.13	2.4005	1.7375	0.9402	0.6398	74.36	90	80.9	71.19	1995	2.00E-06	2.00E-06	709.21	1220.08	1743.56	2266.13	0.07			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	4_HT	Pass	0	0.96	225	903	-6	-7.23	1.23	-33.97	13.97	1.73	-0.77	-591.34	92.8	1.3	3.26	3.25	0.01	614.86	24.04	73.82	-20.13						1.07	4.92	1.27	-0.2	0.972	0.58	0.69	8.82	9.41	289	1313.72	2.72	0.17	55.55	-12.3	-10.1	2.2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.31	8.57	2.4	5	-95	780	1055	-7.83	-7.88	-7.72	-7.78	72.33	-0.13	2.4005	1.7375	0.9402	0.6398	74.36	90	80.9	71.19	1995	2.00E-06	2.00E-06	614.68	1067.12	1529.42	1991.04	0.07			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	5_HT	Pass	0	1.55	238	895	-6	-6.67	0.67	-46.52	15.39	2.25	-0.7	-44.2	89.6	0.92	3.26	3.25	0.01	614.86	24.04	73.82	-24.7						1.73	5.02	1.46	0.27	0.935	0.75	0.71	8.97	10.15	260	1313.77	2.77	0.17	54.64	-12.7	-10.7	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	8.8	7.56	2.53	5	-95	780	1050	-7.71	-7.76	-7.41	-7.46	72.45	-0.19	2.4005	1.7375	0.9402	0.6398	74.53	90	80.9	71.19	1990	2.00E-06	2.00E-06	657.6	1138.36	1647.27	2163.79	0.01			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	6_HT	Pass	0	1.12	238	890	-6	-5.77	-0.23	-84.45	14.08	1.68	-0.56	-731.46	78.46	0.94	3.26	3.25	0.01	614.86	24.04	73.82	-30.67						1.17	4.84	1.31	-0.14	0.996	0.54	0.77	8.68	10.15	260	1313.77	2.77	0.16	54.74	-13.3	-11.5	1.8	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.45	8.3	2.23	5	-95	780	1060	-9.11	-9.16	-8.86	-8.91	72.45	-0.18	2.4005	1.7375	0.9402	0.6398	74.53	90	80.9	71.19	2000	2.00E-06	2.00E-06	595.01	1028.43	1462.64	1895.23	0.02			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	7_HT	Pass	0	0.76	238	804	-6	-6.23	0.23	-67.93	15.04	1.75	-0.99	-457.75	77.43	1.46	3.26	3.25	0.01	614.86	24.04	73.82	-27.48						0.83	4.86	1.38	-0.55	0.977	0.8	0.58	8.97	10.44	260	1313.77	2.77	0.17	54.57	-13.1	-11.1	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.78	8.23	2.49	5	-95	780	1060	-7.91	-7.96	-7.89	-7.95	72.45	-0.19	2.4005	1.7375	0.9402	0.6398	74.53	90	80.9	71.19	2000	2.00E-06	2.00E-06	546.99	938.59	1336.16	1735.17	0.01			
A2026022319330986551	240016222	P174253301442	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 19:33	0	0	8_HT	Pass	0	1.5	238	983	-6	-6.32	0.32	-32	14.96	1.78	-0.28	116.29	73.23	1.71	3.26	3.25	0.01	614.86	24.04	73.82	-23.28						1.5	4.77	1.12	0.38	0.988	0.6	0.52	9.71	9.56	260	1313.77	2.77	0.17	54.69	-13.1	-11.1	2	0	73.15	-0.66	-0.51	3811.25	12.43	A Slot2 Port1	A2025061102	03A	9.6	9.19	2.22	5	-95	780	1060	-8.2	-8.25	-8.22	-8.28	72.45	-0.19	2.4005	1.7375	0.9402	0.6398	74.53	90	80.9	71.19	2000	2.00E-06	2.00E-06	661.25	1134.96	1609.84	2079.73	0.01			
